pdf_letter_section,pdf_source_order,pdf_business_name,pdf_original_summary,pdf_source_directory_url,added_enrichment_label,enrichment_confidence,added_enrichment_note,enriched_business_name,enriched_official_website,enriched_chamber_profile_url,enriched_phone,enriched_email,enriched_address,enriched_city,enriched_state,enriched_zip,enriched_business_category,enriched_verified_summary,added_enrichment_sources
B,19,"Beauregard Electric Co-op, Inc.",Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/b,Enriched,High,Already enriched in the prior consolidated file; retained.,"Beauregard Electric Co-op, Inc.",,https://events.allianceswla.org/list/member/beauregard-electric-co-op-inc-1304,(337) 463-2809,,1010 E. 1st Street,DeRidder,LA,70634,Utilities,"Beauregard Electric Co-op, Inc. is a utility company with directory references linked to the Chamber Southwest Louisiana.",
B,20,Beauregard Health System,"Healthcare, medical, pharmacy, therapy, or wellness services.",https://events.allianceswla.org/list/searchalpha/b,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
B,21,Beauregard Parish Police Jury,"Government, public-sector, or civic office/entity.",https://events.allianceswla.org/list/searchalpha/b,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
B,22,Beauregard Parish School Board,"Education, training, library, school, or workforce-development organization.",https://events.allianceswla.org/list/searchalpha/b,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
B,23,"Behavioral Health Group, LLC (BHG)",Opioid treatment center providing medication-assisted treatment and counseling.,https://events.allianceswla.org/list/searchalpha/b,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
B,24,Bel Group,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/b,Enriched,High,Already enriched in the prior consolidated file; retained.,Bel Group,,,(337) 436-9401,,500 KIRBY ST,Lake Charles,LA,70601,Gas Field Services,"The Bel Group Co. is an organization located in Lake Charles, Louisiana, that primarily operates in the gas field services industry within the oil and gas extraction sector.",
B,25,Belle Savanne Apartments,"Real estate, property management, development, title, or housing-related services.",https://events.allianceswla.org/list/searchalpha/b,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
B,26,BenCo Construction,"Construction, contractor, building trades, or home improvement services.",https://events.allianceswla.org/list/searchalpha/b,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
B,27,Benjamin F. Edwards Financial,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/b,Enriched,Medium,Enriched or corrected from public Chamber directory and/or official public web source.,Benjamin F. Edwards Financial,https://www.benjaminfedwards.com/,https://events.allianceswla.org/list/searchalpha/b,(337) 214-4500,,1403 W. Prien Lake Road,Lake Charles,LA,70601,Financial Advisor | Financial Planning & Services,Benjamin F. Edwards Financial is a Lake Charles financial services and advisory office.,https://events.allianceswla.org/list/searchalpha/b; https://www.benjaminfedwards.com/
B,28,Benoit Ford,"Automotive sales, repair, parts, tires, trucking, or vehicle service business.",https://events.allianceswla.org/list/searchalpha/b,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
B,29,Berkshire Hathaway HomeServices Sarver Realty,"Real estate, property management, development, title, or housing-related services.",https://events.allianceswla.org/list/searchalpha/b,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
B,30,Bertha's Catering,"Restaurant, food service, catering, grocery, or beverage business.",https://events.allianceswla.org/list/searchalpha/b,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
B,31,Best Western Iowa,"Hotel, lodging, casino, or hospitality business.",https://events.allianceswla.org/list/searchalpha/b,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
B,32,Best Western PLUS Executive Hotel & Suites,"Hotel, lodging, casino, or hospitality business.",https://events.allianceswla.org/list/searchalpha/b,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
B,33,Better Business Bureau,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/b,Enriched,High,Enriched or corrected from public Chamber directory and/or official public web source.,"Better Business Bureau Serving SWLA, Inc.",https://www.bbb.org/,https://events.allianceswla.org/list/searchalpha/b,(337) 478-6253,,4040 Lake Street,Lake Charles,LA,70605,Non-Profit or Civic Organization,Better Business Bureau Serving Southwest Louisiana is a local BBB office serving the Lake Charles region.,https://events.allianceswla.org/list/searchalpha/b; https://www.bbb.org/
B,34,Beverage Sales,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/b,Enriched,High,Already enriched in the prior consolidated file; retained.,Beverage Sales,https://www.beveragesales.com,https://events.allianceswla.org/list/member/beverage-sales-inc-lake-charles-337-436-3715-233,(337) 436-3715,,2002 Louisiana Avenue,Lake Charles,LA,70602-3026,Wholesaler,"Beverage Sales, Inc. is a midstream grocery retail and distribution company in Lake Charles, Louisiana, specializing in wholesale beer distribution across five parishes in Southwest Louisiana.",
B,35,Big Brothers Big Sisters,"Nonprofit, civic, trade association, or community organization.",https://events.allianceswla.org/list/searchalpha/b,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
B,36,Big Easy Foods,"Restaurant, food service, catering, grocery, or beverage business.",https://events.allianceswla.org/list/searchalpha/b,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
B,37,Biolab,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/b,Enriched,Medium,Enriched or corrected from public Chamber directory and/or official public web source.,Biolab Inc.,https://www.yellowpages.com/westlake-la/mip/biolab-inc-3511648,https://events.allianceswla.org/list/searchalpha/b,(337) 433-3030 ext 1,,910 Interstate 10,Westlake,LA,70669,Chemical Manufacturing,"Biolab Inc. is a Westlake, Louisiana chemical manufacturing facility listed by Chamber Southwest Louisiana.",https://events.allianceswla.org/list/searchalpha/b; https://www.yellowpages.com/lake-charles-la/biolab-inc
B,38,Bishop Noland Episcopal Day School,"Education, training, library, school, or workforce-development organization.",https://events.allianceswla.org/list/searchalpha/b,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
B,39,Black Bayou Energy Hub,"Energy, petrochemical, industrial, or natural gas/LNG-related business.",https://events.allianceswla.org/list/searchalpha/b,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
B,40,Block Advisors,"Security, safety, surveillance, or compliance-related services.",https://events.allianceswla.org/list/searchalpha/b,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
B,41,Blue Light Behavioral Services,"Healthcare, medical, pharmacy, therapy, or wellness services.",https://events.allianceswla.org/list/searchalpha/b,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
B,42,Bluewing Civil Consulting,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/b,Enriched,High,Already enriched in the prior consolidated file; retained.,Bluewing Civil Consulting,,https://events.allianceswla.org/list/member/bluewing-civil-consulting-llc-122179,(337) 419-0911,,2806 Enterprise Blvd,Lake Charles,LA,70601,Engineering/Consulting,"Bluewing Civil Consulting, LLC is a civil, water resources, and structural engineering firm located in Lake Charles, Louisiana.",
B,43,BNI Louisiana,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/b,Enriched,High,Already enriched in the prior consolidated file; retained.,BNI Louisiana,https://bnilouisiana.com/en-US/index,,(504) 834-5264,,,,LA,,,"BNI Louisiana is a business networking and referral organization that actively builds professional referral groups across various cities in Louisiana, including Lake Charles.",
B,44,BNSF Railway,"Transportation, logistics, storage, shipping, or moving services.",https://events.allianceswla.org/list/searchalpha/b,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
B,45,Boardwalk Louisiana Midstream,"Energy, petrochemical, industrial, or natural gas/LNG-related business.",https://events.allianceswla.org/list/searchalpha/b,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
B,46,Bolton Ford,"Automotive sales, repair, parts, tires, trucking, or vehicle service business.",https://events.allianceswla.org/list/searchalpha/b,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
B,47,Bolton Volkswagen,"Automotive sales, repair, parts, tires, trucking, or vehicle service business.",https://events.allianceswla.org/list/searchalpha/b,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
B,48,Boss LTR,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/b,Enriched,Medium,Enriched or corrected from public Chamber directory and/or official public web source.,Boss LTR,,https://events.allianceswla.org/list/searchalpha/b,(337) 515-4140,,2926 E. Napoleon Street,Sulphur,LA,70663,Lighting | Rentals,"Boss LTR is a Sulphur, Louisiana business listed by Chamber Southwest Louisiana.",https://events.allianceswla.org/list/searchalpha/b
